Timestamp,Steps,PAM Score
1970-02-01 18:00:00,9,0.0
1970-02-01 18:01:00,0,0.0
1970-02-01 18:02:00,0,0.0
1970-02-01 18:05:00,0,1.99
1970-02-01 18:06:00,0,0.02
1970-02-01 18:07:00,0,0.0
1970-02-01 18:08:00,0,1.04
1970-02-01 18:10:00,0,1.8
1970-02-01 18:11:00,0,0.0
1970-02-01 18:12:00,16,1.02
1970-02-01 18:14:00,0,1.6
1970-02-01 18:15:00,0,0.44
1970-02-01 18:16:00,5,0.12
1970-02-01 18:17:00,0,0.0
1970-02-01 18:18:00,0,0.0
1970-02-01 18:19:00,0,0.0
1970-02-01 18:20:00,0,0.89
1970-02-01 18:21:00,14,0.93
1970-02-01 18:22:00,0,0.91
1970-02-01 18:23:00,10,1.72
1970-02-01 18:24:00,0,0.0
1970-02-01 18:25:00,0,1.63
1970-02-01 18:26:00,4,0.83
1970-02-01 18:27:00,0,0.0
1970-02-01 18:28:00,0,1.57
1970-02-01 18:29:00,0,0.53
1970-02-01 18:30:00,0,0.0
1970-02-01 18:31:00,0,1.76
1970-02-01 18:34:00,0,1.63
1970-02-01 18:35:00,0,1.35
1970-02-01 18:36:00,0,1.59
1970-02-01 18:37:00,0,1.95
1970-02-01 18:38:00,0,0.0
1970-02-01 18:39:00,0,0.0
1970-02-01 18:40:00,0,0.06
1970-02-01 18:42:00,19,0.36
1970-02-01 18:43:00,0,1.41
1970-02-01 18:44:00,18,0.0
1970-02-01 18:45:00,0,0.0
1970-02-01 18:46:00,0,0.57
1970-02-01 18:47:00,8,0.08
1970-02-01 18:49:00,0,0.0
1970-02-01 18:50:00,9,0.0
1970-02-01 18:51:00,0,0.72
1970-02-01 18:52:00,0,0.65
1970-02-01 18:53:00,4,1.41
1970-02-01 18:54:00,0,1.38
1970-02-01 18:55:00,8,1.56
1970-02-01 18:56:00,0,0.0
1970-02-01 19:00:00,11,0.0
1970-02-01 19:02:00,0,1.47
1970-02-01 19:03:00,0,0.0
1970-02-01 19:05:00,0,1.76
1970-02-01 19:06:00,0,0.36
1970-02-01 19:07:00,0,0.0
1970-02-01 19:08:00,0,1.69
1970-02-01 19:09:00,0,0.17
1970-02-01 19:11:00,0,0.0
1970-02-01 19:12:00,0,1.87
1970-02-01 19:13:00,0,0.88
1970-02-01 19:15:00,0,0.27
1970-02-01 19:16:00,0,0.12
